rsi_oversold,rsi_buy_exit,rsi_overbought,rsi_sell_exit,golden_cross,ma_short,total_trades,win_rate,total_invested,total_profit,total_return,max_water
30,45,75,45,ON,40,7,100.0,8000,1951.274879784364,24.39093599730455,2
30,45,75,55,ON,40,7,100.0,8000,1904.378994796607,23.804737434957588,2
30,35,75,40,ON,50,7,100.0,10000,1863.1852234021978,18.631852234021977,2
30,45,75,45,ON,50,7,100.0,8000,1861.2257032849907,23.26532129106238,2
30,40,75,40,ON,50,7,100.0,9000,1857.0006290262338,20.63334032251371,2
30,35,65,50,OFF,40,7,100.0,10000,1842.5932907977317,18.425932907977316,2
30,35,70,50,OFF,50,7,100.0,10000,1842.5932907977317,18.425932907977316,2
30,35,70,50,OFF,40,7,100.0,10000,1842.5932907977317,18.425932907977316,2
30,35,65,50,OFF,50,7,100.0,10000,1842.5932907977317,18.425932907977316,2
30,45,75,40,ON,40,7,100.0,8000,1824.7332196607983,22.80916524575998,2
30,45,75,55,ON,50,7,100.0,8000,1814.3236895138878,22.679046118923594,2
30,35,70,50,ON,40,7,100.0,10000,1790.8631641719392,17.908631641719392,2
30,35,65,50,ON,40,7,100.0,10000,1790.8631641719392,17.908631641719392,2
30,45,75,40,ON,50,6,100.0,8000,1755.1106608763816,21.93888326095477,2
30,40,70,50,ON,40,7,100.0,9000,1708.5031037941365,18.98336781993485,2
30,40,65,50,ON,40,7,100.0,9000,1708.5031037941365,18.98336781993485,2
30,35,70,50,ON,50,7,100.0,10000,1699.6934048352934,16.996934048352934,2
30,35,65,50,ON,50,7,100.0,10000,1699.6934048352934,16.996934048352934,2
30,35,65,40,OFF,40,7,100.0,10000,1697.551487457888,16.97551487457888,2
30,35,65,40,OFF,50,7,100.0,10000,1697.551487457888,16.97551487457888,2
30,35,70,40,OFF,50,7,100.0,10000,1697.551487457888,16.97551487457888,2
30,35,70,40,OFF,40,7,100.0,10000,1697.551487457888,16.97551487457888,2
30,35,70,55,OFF,40,7,100.0,10000,1669.9619343556406,16.699619343556403,2
30,35,70,55,OFF,50,7,100.0,10000,1669.9619343556406,16.699619343556403,2
30,40,70,50,OFF,40,7,100.0,9000,1669.3150322935946,18.547944803262162,2
30,40,65,50,OFF,40,7,100.0,9000,1669.3150322935946,18.547944803262162,2
30,40,65,50,OFF,50,7,100.0,9000,1669.3150322935946,18.547944803262162,2
30,40,70,50,OFF,50,7,100.0,9000,1669.3150322935946,18.547944803262162,2
30,35,65,45,OFF,50,7,100.0,10000,1660.1405374514686,16.601405374514684,2
30,35,70,45,OFF,50,7,100.0,10000,1660.1405374514686,16.601405374514684,2
30,35,65,45,OFF,40,7,100.0,10000,1660.1405374514686,16.601405374514684,2
30,35,70,45,OFF,40,7,100.0,10000,1660.1405374514686,16.601405374514684,2
35,45,65,55,ON,50,12,100.0,18000,1635.087933426637,9.083821852370205,3
30,40,70,50,ON,50,7,100.0,9000,1617.3333444574907,17.97037049397212,2
30,40,65,50,ON,50,7,100.0,9000,1617.3333444574907,17.97037049397212,2
35,45,65,55,ON,40,12,100.0,17000,1588.86182321726,9.346246018925058,2
30,40,70,40,OFF,50,7,100.0,9000,1588.6517812688512,17.65168645854279,2
30,40,65,40,OFF,50,7,100.0,9000,1588.6517812688512,17.65168645854279,2
30,40,70,40,OFF,40,7,100.0,9000,1588.6517812688512,17.65168645854279,2
30,40,65,40,OFF,40,7,100.0,9000,1588.6517812688512,17.65168645854279,2
30,40,70,45,OFF,40,7,100.0,9000,1545.6811391497347,17.174234879441496,2
30,40,70,45,OFF,50,7,100.0,9000,1545.6811391497347,17.174234879441496,2
30,40,65,45,OFF,40,7,100.0,9000,1545.6811391497347,17.174234879441496,2
